2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	12	12	12	12	12	12	12	12	12	12	12	12	13	13	13	13	13	13	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	17	17	17	17	17	17	17	17	18	18	18	18	18	18	18	18	18	18	18	18	19	19	19	19	19	19	19	19	19	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	21	21	21	21	21	21	21	21	21	21	21	21	22	22	22	22	22	22	22	22	22	22	22	22	23	23	23	23	23	23	23	23	23	23	23	23	24	24	24	24	24	24	24	24	24	24	24	24
damianlow_97	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	1	0	0	0	Shiranui Flare's Elfriend F1	1	0	0	0	0	0	0	0	0	1	0	Shiranui Flare's Elfriend F1	3	-	-	0	0	0	1	0	0	1	1	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	0	1	0	0	Shiranui Flare's Elfriend F1	3	-	-	0	0	0	0	1	0	1	1	Shiranui Flare's Elfriend F1	4	0	0	0	1	1	0	1	0	1	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	1	0	0	0	0	0	Shiranui Flare's Elfriend F1	2	-	-	0	0	0	1	0	0	0	1	Shiranui Flare's Elfriend F1	1	-	-	0	0	1	0	0	0	0	0	Shiranui Flare's Elfriend F1	0	-	-	0	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	2	-	-	0	0	1	0	0	1	0	0	Shiranui Flare's Elfriend F1	3	-	-	0	1	1	0	0	0	1	0	Shiranui Flare's Elfriend F1	3	0	0	1	1	1	0	0	0	0	0	Shiranui Flare's Elfriend F1	0	-	-	0	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	3	-	-	0	1	1	0	0	1	0	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	1	0	0	0	0	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	1	0	0	0	Shiranui Flare's Elfriend F1	0	-	-	0	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	4	1	1	1	0	0	0	0	0	1	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	0	0	1	0	Shiranui Flare's Elfriend F1	3	1	1	1	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	2	-	-	1	0	0	1	0	0	0	0	Shiranui Flare's Elfriend F1	3	0	0	0	1	0	0	0	0	1	1	Shiranui Flare's Elfriend F1	2	-	-	1	1	0	0	0	0	0	0
delna	Amelia's Driver Bureau	2	-	-	1	0	0	1	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	2	-	-	0	0	0	1	0	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	2	-	-	0	1	0	0	1	0	0	0	Amelia's Driver Bureau	1	0	0	0	0	0	0	1	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	3	-	-	1	1	0	0	1	0	0	0	Amelia's Driver Bureau	4	-	-	1	1	1	0	1	0	0	0	Amelia's Driver Bureau	2	-	-	0	0	0	0	0	1	1	0	Amelia's Driver Bureau	3	-	-	1	0	1	0	1	0	0	0	Amelia's Driver Bureau	3	-	-	0	1	1	0	0	0	1	0	Amelia's Driver Bureau	2	0	0	0	1	1	0	0	0	0	0	Amelia's Driver Bureau	2	-	-	0	1	1	0	0	0	0	0	Amelia's Driver Bureau	3	-	-	1	1	0	0	0	0	1	0	Amelia's Driver Bureau	2	-	-	0	0	1	0	1	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	2	1	1	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	2	0	0	0	1	0	0	0	0	1	0	Amelia's Driver Bureau	1	-	-	0	0	0	0	1	0	0	0	Amelia's Driver Bureau	1	0	0	0	0	1	0	0	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0
doshima	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	IRyS' Stage Racing	1	0	0	0	0	0	0	0	1	0	0	IRyS' Stage Racing	1	-	-	0	0	0	0	0	0	1	0	IRyS' Stage Racing	3	-	-	1	1	0	0	1	0	0	0	IRyS' Stage Racing	1	-	-	0	1	0	0	0	0	0	0	IRyS' Stage Racing	5	0	0	0	1	1	1	0	0	1	1	IRyS' Stage Racing	3	-	-	1	0	1	0	0	0	1	0	IRyS' Stage Racing	3	-	-	0	0	1	1	0	0	1	0	IRyS' Stage Racing	5	-	-	1	1	1	0	1	0	1	0	IRyS' Stage Racing	1	-	-	0	0	0	0	0	0	1	0	IRyS' Stage Racing	1	-	-	0	0	0	0	1	0	0	0	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	IRyS' Stage Racing	5	1	0	0	1	1	1	0	1	0	0	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	IRyS' Stage Racing	2	-	-	0	0	0	0	1	0	1	0	IRyS' Stage Racing	2	-	-	0	0	1	0	0	0	1	0	IRyS' Stage Racing	2	-	-	0	0	0	0	0	1	1	0	IRyS' Stage Racing	4	-	-	0	0	1	1	0	1	1	0	IRyS' Stage Racing	1	0	0	0	0	1	0	0	0	0	0	IRyS' Stage Racing	2	-	-	1	0	0	0	0	0	1	0	IRyS' Stage Racing	1	0	0	0	0	0	0	0	0	1	0	IRyS' Stage Racing	3	-	-	0	1	0	0	1	0	0	1	IRyS' Stage Racing	2	0	0	0	0	1	0	0	0	1	0	IRyS' Stage Racing	3	-	-	0	1	0	0	0	0	1	1
euroaxleenthsussiest	Mumei's Sancturacing	1	-	-	0	0	0	0	0	0	1	0	Mumei's Sancturacing	0	0	0	0	0	0	0	0	0	0	0	Mumei's Sancturacing	1	-	-	0	0	0	0	0	0	0	1	Mumei's Sancturacing	2	-	-	0	1	0	0	0	0	1	0	Mumei's Sancturacing	1	-	-	0	0	0	0	1	0	0	0	Mumei's Sancturacing	1	0	0	0	0	0	0	0	1	0	0	Mumei's Sancturacing	1	-	-	0	0	0	0	0	0	1	0	Mumei's Sancturacing	1	-	-	0	0	0	0	0	0	0	1	Amelia's Driver Bureau	4	-	-	1	1	1	1	0	0	0	0	Amelia's Driver Bureau	2	-	-	0	0	0	0	0	1	1	0	Amelia's Driver Bureau	4	-	-	1	1	1	0	0	0	1	0	Amelia's Driver Bureau	2	-	-	0	1	0	0	1	0	0	0	Amelia's Driver Bureau	7	1	0	1	1	1	1	0	0	1	1	Amelia's Driver Bureau	2	-	-	0	1	1	0	0	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	1	-	-	0	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	2	-	-	0	0	0	1	0	1	0	0	Amelia's Driver Bureau	1	0	0	0	1	0	0	0	0	0	0	Amelia's Driver Bureau	1	-	-	1	0	0	0	0	0	0	0	Amelia's Driver Bureau	2	0	0	1	0	0	0	0	0	0	1	Amelia's Driver Bureau	2	-	-	0	0	0	0	0	1	1	0	Amelia's Driver Bureau	3	0	0	0	1	1	0	0	0	0	1	Amelia's Driver Bureau	2	-	-	0	1	0	0	0	0	0	1
firenter	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	1	-	-	0	0	0	1	0	0	0	0	Scuderia KFP	2	-	-	0	0	0	1	0	0	0	1	Scuderia KFP	1	-	-	1	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	1	-	-	0	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	1	-	-	0	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	1	0	0	0	0	1	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	2	0	0	1	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gdzila33	AMG Reine's [Reidacted]	1	-	-	0	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gp2engine	Scuderia KFP	1	-	-	1	0	0	0	0	0	0	0	Scuderia KFP	0	0	0	0	0	0	0	0	0	0	0	Scuderia KFP	2	-	-	0	0	1	0	0	0	0	1	Scuderia KFP	2	-	-	0	0	0	0	1	1	0	0	Scuderia KFP	2	-	-	0	1	0	0	1	0	0	0	Scuderia KFP	2	0	0	1	0	0	0	1	0	0	0	Scuderia KFP	2	-	-	1	0	1	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	2	-	-	0	1	1	0	0	0	0	0	Scuderia KFP	1	-	-	0	0	1	0	0	0	0	0	Scuderia KFP	1	-	-	0	0	0	1	0	0	0	0	Scuderia KFP	1	-	-	0	1	0	0	0	0	0	0	Scuderia KFP	3	0	0	0	1	1	0	0	0	0	1	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	3	0	0	1	1	1	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	2	1	0	0	0	0	0	0	0	0	1	Scuderia KFP	1	-	-	0	0	0	1	0	0	0	0	Scuderia KFP	2	0	0	0	1	0	0	0	0	0	1	Scuderia KFP	3	-	-	0	1	1	0	0	0	0	1
hoshimatcha	AZKi Pioneer Racing	2	-	-	1	0	0	0	0	1	0	0	-	-	-	-	-	-	-	-	-	-	-	-	AZKi Pioneer Racing	1	-	-	0	0	0	0	0	0	0	1	AZKi Pioneer Racing	0	-	-	0	0	0	0	0	0	0	0	AZKi Pioneer Racing	2	-	-	0	1	0	0	0	1	0	0	Rindo Chihaya's Garage	2	0	1	0	1	0	0	0	0	0	0	Rindo Chihaya's Garage	2	-	-	0	0	1	0	0	1	0	0	Rindo Chihaya's Garage	0	-	-	0	0	0	0	0	0	0	0	Rindo Chihaya's Garage	3	-	-	1	1	1	0	0	0	0	0	Rindo Chihaya's Garage	0	-	-	0	0	0	0	0	0	0	0	Rindo Chihaya's Garage	1	-	-	1	0	0	0	0	0	0	0	Rindo Chihaya's Garage	2	-	-	0	1	1	0	0	0	0	0	Rindo Chihaya's Garage	1	0	0	1	0	0	0	0	0	0	0	Rindo Chihaya's Garage	0	-	-	0	0	0	0	0	0	0	0	Rindo Chihaya's Garage	2	-	-	0	1	0	0	1	0	0	0	Rindo Chihaya's Garage	1	-	-	0	0	1	0	0	0	0	0	Rindo Chihaya's Garage	2	-	-	0	1	0	0	1	0	0	0	Rindo Chihaya's Garage	0	-	-	0	0	0	0	0	0	0	0	Rindo Chihaya's Garage	3	1	1	0	1	0	0	0	0	0	0	Rindo Chihaya's Garage	0	-	-	0	0	0	0	0	0	0	0	Rindo Chihaya's Garage	4	1	1	1	0	0	0	0	0	0	1	Rindo Chihaya's Garage	1	-	-	1	0	0	0	0	0	0	0	Rindo Chihaya's Garage	0	0	0	0	0	0	0	0	0	0	0	Rindo Chihaya's Garage	3	-	-	1	1	0	0	0	0	0	1
iimitchell66	Nerissa's Birdgarage	2	-	-	1	0	0	1	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Nerissa's Birdgarage	2	-	-	1	1	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ijir0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	1	-	-	1	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
irysch	Alfa Roneo Racing	0	-	-	0	0	0	0	0	0	0	0	Alfa Roneo Racing	1	0	0	0	0	0	0	0	0	1	0	Alfa Roneo Racing	1	-	-	0	0	0	0	0	0	0	1	Alfa Roneo Racing	0	-	-	0	0	0	0	0	0	0	0	Alfa Roneo Racing	3	-	-	0	1	0	0	1	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Alfa Roneo Racing	1	-	-	0	0	0	0	0	0	0	1	Alfa Roneo Racing	1	-	-	0	0	0	0	0	0	1	0	Alfa Roneo Racing	0	-	-	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Alfa Roneo Racing	1	0	0	0	1	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Alfa Roneo Racing	1	0	0	0	0	0	0	0	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
jlh2b	Scuderia KFP	3	-	-	1	1	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
knoife	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	IRyS' Stage Racing	1	-	-	1	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mamaaa_uuuu	HoloMoms Racing Supremacy	1	-	-	0	0	0	0	1	0	0	0	HoloMoms Racing Supremacy	1	0	0	0	0	0	0	1	0	0	0	HoloMoms Racing Supremacy	1	-	-	0	0	0	0	0	0	0	1	HoloMoms Racing Supremacy	2	-	-	0	1	0	0	0	0	1	0	HoloMoms Racing Supremacy	1	-	-	0	1	0	0	0	0	0	0	HoloMoms Racing Supremacy	5	0	0	1	1	1	0	1	0	1	0	HoloMoms Racing Supremacy	3	-	-	1	0	1	0	0	0	1	0	HoloMoms Racing Supremacy	2	-	-	0	0	0	0	0	1	0	1	HoloMoms Racing Supremacy	1	-	-	0	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	HoloMoms Racing Supremacy	0	-	-	0	0	0	0	0	0	0	0	HoloMoms Racing Supremacy	3	-	-	0	1	1	0	0	0	1	0	HoloMoms Racing Supremacy	5	1	0	1	1	1	0	0	0	1	0	HoloMoms Racing Supremacy	2	-	-	0	0	0	0	0	0	1	1	HoloMoms Racing Supremacy	3	-	-	1	1	0	0	0	0	1	0	HoloMoms Racing Supremacy	2	-	-	0	0	1	0	0	0	1	0	HoloMoms Racing Supremacy	1	-	-	0	0	0	0	0	0	1	0	HoloMoms Racing Supremacy	3	-	-	0	0	0	1	0	1	1	0	HoloMoms Racing Supremacy	4	1	1	1	1	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	HoloMoms Racing Supremacy	1	0	0	0	0	0	0	0	0	0	1	HoloMoms Racing Supremacy	1	-	-	0	1	0	0	0	0	0	0	HoloMoms Racing Supremacy	3	0	0	0	1	1	0	0	0	1	0	HoloMoms Racing Supremacy	1	-	-	0	0	0	0	0	0	1	0
markgonaut	Shiranui Flare's Elfriend F1	0	-	-	0	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	1	0	0	0	0	0	0	0	0	1	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	0	0	0	1	Shiranui Flare's Elfriend F1	3	-	-	1	0	0	0	0	1	1	0	Shiranui Flare's Elfriend F1	3	-	-	0	1	1	0	0	0	1	0	Shiranui Flare's Elfriend F1	1	0	0	0	1	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	2	-	-	0	0	1	0	0	1	0	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	0	0	0	1	Shiranui Flare's Elfriend F1	3	-	-	1	1	0	0	0	0	1	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	1	0	0	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	1	0	0	0	Shiranui Flare's Elfriend F1	3	-	-	0	1	1	0	1	0	0	0	IRyS' Stage Racing	4	1	0	0	1	1	0	0	0	1	0	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	IRyS' Stage Racing	1	-	-	0	0	1	0	0	0	0	0	IRyS' Stage Racing	1	-	-	0	0	0	0	0	1	0	0	IRyS' Stage Racing	2	-	-	0	0	1	1	0	0	0	0	IRyS' Stage Racing	1	0	0	0	0	0	0	0	0	0	1	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	IRyS' Stage Racing	2	1	1	0	0	0	0	0	0	0	0	IRyS' Stage Racing	3	-	-	1	0	0	0	1	0	1	0	IRyS' Stage Racing	0	0	0	0	0	0	0	0	0	0	0	IRyS' Stage Racing	1	-	-	0	0	0	0	0	0	0	1
max verstappen fan	Scuderia KFP	2	-	-	0	1	0	0	0	0	0	1	Scuderia KFP	2	0	0	0	0	0	0	1	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	1	-	-	0	1	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	2	-	-	1	0	1	0	0	0	0	0	Scuderia KFP	3	-	-	0	0	0	1	0	1	0	1	Scuderia KFP	1	-	-	0	0	1	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	1	-	-	0	0	0	0	0	0	1	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	2	1	0	1	0	0	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	2	-	-	0	1	0	0	0	0	1	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	2	-	-	0	0	1	1	0	0	0	0	Scuderia KFP	2	0	1	0	1	0	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	1	0	0	1	0	0	0	0	0	0	0	Scuderia KFP	2	-	-	0	0	1	0	1	0	0	0	Scuderia KFP	2	0	0	0	1	0	0	0	0	0	1	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0
