2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	12	12	12	12	12	12	12	12	12	12	12	12	13	13	13	13	13	13	13	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	17	17	17	17	17	17	17	17	17	17	17	17	18	18	18	18	18	18	18	18	18	18	18	18	19	19	19	19	19	19	19	19	19	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	21	21	21	21	21	21	21	21	21	21	21	21	22	22	22	22	22	22	22	22	22	22	22	22	23	23	23	23	23	23	23	23	23	23	23	23	24	24	24	24	24	24	24	24	24	24	24	24
misakalpha	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	1	-	-	0	0	1	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	3	-	-	1	1	0	0	1	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	1	-	-	1	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	2	-	-	0	0	0	1	0	0	1	0	Amelia's Driver Bureau	2	-	-	1	1	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	1	-	-	0	0	0	0	1	0	0	0	Amelia's Driver Bureau	2	-	-	0	0	0	0	0	1	0	1	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	1	-	-	0	0	0	0	1	0	0	0	Amelia's Driver Bureau	1	0	0	0	0	0	0	0	0	0	1	Amelia's Driver Bureau	5	-	-	0	1	1	0	1	1	0	1	Amelia's Driver Bureau	3	0	0	0	1	0	0	0	0	1	1	Amelia's Driver Bureau	3	-	-	0	1	1	0	0	0	0	1
mlgegg	IRyS' Stage Racing	2	-	-	0	1	0	0	0	0	0	1	IRyS' Stage Racing	1	0	0	0	0	0	1	0	0	0	0	IRyS' Stage Racing	2	-	-	0	0	0	1	0	0	1	0	IRyS' Stage Racing	1	-	-	0	0	0	0	1	0	0	0	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	IRyS' Stage Racing	2	0	1	0	0	0	1	0	0	0	0	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
mtk weber	Scuderia KFP	2	-	-	0	1	0	0	0	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	2	-	-	0	0	0	0	0	0	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	1	0	0	0	1	0	0	0	0	0	0	Scuderia KFP	2	-	-	1	0	1	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	2	-	-	1	1	0	0	0	0	0	0	Scuderia KFP	2	-	-	1	0	1	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nathalie205	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	2	-	-	0	0	1	0	1	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	1	-	-	0	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nekam5831	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	1	-	-	0	0	0	0	0	1	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	2	-	-	0	1	1	0	0	0	0	0	Amelia's Driver Bureau	1	-	-	0	0	0	0	1	0	0	0	Amelia's Driver Bureau	1	-	-	0	0	0	0	1	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	0	0	0	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	2	-	-	1	1	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	3	-	-	0	1	0	1	0	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
retrospartian	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	IRyS' Stage Racing	0	-	-	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sant268	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Operation V7	2	-	-	0	0	0	1	0	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Operation V7	2	-	-	1	1	0	0	0	0	0	0	Operation V7	3	-	-	0	0	1	1	1	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
somedudechen	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	3	0	0	0	0	1	0	1	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
spurs9ster	Amelia's Driver Bureau	2	-	-	1	0	0	0	1	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	1	-	-	0	0	0	0	0	0	0	1	Amelia's Driver Bureau	3	0	0	1	0	0	1	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	2	-	-	0	0	1	1	0	0	0	0	Amelia's Driver Bureau	2	-	-	1	0	0	0	0	0	1	0	Amelia's Driver Bureau	1	-	-	0	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	2	-	-	0	1	1	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	4	1	1	1	1	0	0	0	0	0	0	Amelia's Driver Bureau	1	-	-	0	0	1	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
starg09	Scuderia KFP	1	-	-	0	0	0	1	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
stone4d	Scuderia KFP	4	-	-	1	1	1	0	0	0	1	0	Scuderia KFP	3	0	0	0	1	1	0	1	0	0	0	Scuderia KFP	2	-	-	0	0	1	0	0	0	0	1	Scuderia KFP	1	-	-	0	1	0	0	0	0	0	0	Scuderia KFP	2	-	-	0	1	0	0	0	1	0	0	Scuderia KFP	2	0	0	1	0	0	0	1	0	0	0	Scuderia KFP	4	-	-	0	1	1	1	0	0	0	1	Scuderia KFP	2	-	-	0	0	0	0	1	1	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	2	-	-	1	1	0	0	0	0	0	0	Scuderia KFP	0	-	-	0	0	0	0	0	0	0	0	Scuderia KFP	3	-	-	0	1	1	0	1	0	0	0	Scuderia KFP	1	0	0	0	1	0	0	0	0	0	0	Scuderia KFP	2	-	-	0	1	1	0	0	0	0	0	Scuderia KFP	2	-	-	1	1	0	0	0	0	0	0	Scuderia KFP	2	-	-	0	0	0	1	1	0	0	0	Scuderia KFP	2	-	-	1	0	0	0	1	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	1	-	-	0	1	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
thigh.enjoyer	-	-	-	-	-	-	-	-	-	-	-	-	Rindo Chihaya's Garage	1	1	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
timothyrowlandii	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	2	-	-	0	0	0	0	1	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	1	-	-	0	0	0	0	1	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tokki	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Scuderia KFP	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uravity	Amelia's Driver Bureau	1	-	-	1	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	2	-	-	0	0	1	0	0	0	1	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	1	-	-	0	0	0	0	0	1	0	0	Amelia's Driver Bureau	2	0	1	0	0	0	1	0	0	0	0	Amelia's Driver Bureau	2	-	-	1	0	1	0	0	0	0	0	Amelia's Driver Bureau	2	-	-	0	0	0	1	0	0	0	1	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	4	1	0	1	1	1	0	0	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	1	-	-	0	1	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	0	0	0	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	0	-	-	0	0	0	0	0	0	0	0	Amelia's Driver Bureau	2	1	0	1	0	0	0	0	0	0	0	Amelia's Driver Bureau	2	-	-	1	0	0	0	1	0	0	0	Amelia's Driver Bureau	1	0	0	0	1	0	0	0	0	0	0	Amelia's Driver Bureau	4	-	-	1	1	1	1	0	0	0	0
valtarg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GULF Poyoyo Racing	1	-	-	0	0	0	0	0	0	0	1	GULF Poyoyo Racing	1	-	-	0	1	0	0	0	0	0	0	GULF Poyoyo Racing	0	-	-	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	GULF Poyoyo Racing	3	-	-	1	0	0	0	1	1	0	0	GULF Poyoyo Racing	1	-	-	0	0	1	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	GULF Poyoyo Racing	2	-	-	1	0	0	0	0	0	1	0	GULF Poyoyo Racing	2	-	-	0	1	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GULF Poyoyo Racing	3	-	-	0	1	1	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GULF Poyoyo Racing	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GULF Poyoyo Racing	1	-	-	0	0	0	0	0	0	1	0
weeboss	Lamy's Land of Lawnmowers	3	-	-	1	1	0	0	0	0	1	0	Lamy's Land of Lawnmowers	5	0	0	1	0	1	0	0	1	1	1	Lamy's Land of Lawnmowers	2	-	-	0	0	1	0	0	0	0	1	Lamy's Land of Lawnmowers	1	-	-	0	1	0	0	0	0	0	0	Lamy's Land of Lawnmowers	0	-	-	0	0	0	0	0	0	0	0	Lamy's Land of Lawnmowers	1	0	0	0	0	0	0	0	0	1	0	Lamy's Land of Lawnmowers	2	-	-	1	0	1	0	0	0	0	0	Lamy's Land of Lawnmowers	4	-	-	1	0	1	1	0	1	0	0	Lamy's Land of Lawnmowers	2	-	-	0	0	1	0	1	0	0	0	Lamy's Land of Lawnmowers	0	-	-	0	0	0	0	0	0	0	0	Lamy's Land of Lawnmowers	4	-	-	1	1	1	0	1	0	0	0	Lamy's Land of Lawnmowers	2	-	-	0	1	0	0	0	0	1	0	Lamy's Land of Lawnmowers	4	0	0	0	1	1	1	0	0	0	1	Lamy's Land of Lawnmowers	1	-	-	0	1	0	0	0	0	0	0	Lamy's Land of Lawnmowers	1	-	-	0	0	0	0	1	0	0	0	Lamy's Land of Lawnmowers	0	-	-	0	0	0	0	0	0	0	0	Lamy's Land of Lawnmowers	0	-	-	0	0	0	0	0	0	0	0	Lamy's Land of Lawnmowers	0	-	-	0	0	0	0	0	0	0	0	Lamy's Land of Lawnmowers	2	0	0	1	0	0	0	0	0	1	0	Shiorin Aramco Racing	0	-	-	0	0	0	0	0	0	0	0	Lamy's Land of Lawnmowers	5	1	1	1	0	0	0	0	0	1	1	Lamy's Land of Lawnmowers	2	-	-	0	0	0	0	0	0	1	1	Lamy's Land of Lawnmowers	2	0	0	0	0	0	0	0	0	1	1	Lamy's Land of Lawnmowers	1	-	-	0	0	0	0	0	0	0	1
yonasa	Melfriend Formula 1 Team	2	-	-	1	1	0	0	0	0	0	0	Nun-Nun Speedstar Racing	1	0	0	0	0	0	0	1	0	0	0	Nun-Nun Speedstar Racing	2	-	-	0	0	1	0	0	0	1	0	Melfriend Formula 1 Team	1	-	-	0	0	0	0	0	0	1	0	Melfriend Formula 1 Team	1	-	-	0	1	0	0	0	0	0	0	Melfriend Formula 1 Team	3	0	0	1	0	0	1	0	0	1	0	Melfriend Formula 1 Team	1	-	-	0	1	0	0	0	0	0	0	Melfriend Formula 1 Team	2	-	-	0	0	0	0	0	1	0	1	Melfriend Formula 1 Team	0	-	-	0	0	0	0	0	0	0	0	Melfriend Formula 1 Team	0	-	-	0	0	0	0	0	0	0	0	Melfriend Formula 1 Team	0	-	-	0	0	0	0	0	0	0	0	Melfriend Formula 1 Team	0	-	-	0	0	0	0	0	0	0	0	Melfriend Formula 1 Team	1	0	0	1	0	0	0	0	0	0	0	Melfriend Formula 1 Team	0	-	-	0	0	0	0	0	0	0	0	Melfriend Formula 1 Team	0	-	-	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
zackfig	Amelia's Driver Bureau	1	-	-	0	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
zee	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	1	0	0	0	Shiranui Flare's Elfriend F1	1	0	0	0	0	1	0	0	0	0	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	0	0	0	1	Shiranui Flare's Elfriend F1	3	-	-	1	1	0	0	1	0	0	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	1	0	0	0	0	Shiranui Flare's Elfriend F1	1	0	0	1	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	0	-	-	0	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	0	0	0	1	Shiranui Flare's Elfriend F1	2	-	-	0	1	1	0	0	0	0	0	Shiranui Flare's Elfriend F1	0	-	-	0	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	2	-	-	0	0	0	0	1	0	1	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	1	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Shiranui Flare's Elfriend F1	1	-	-	0	1	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	0	-	-	0	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	2	-	-	0	0	1	0	1	0	0	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	0	1	0	0	Shiranui Flare's Elfriend F1	0	-	-	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	Shiranui Flare's Elfriend F1	1	-	-	0	0	1	0	0	0	0	0	Shiranui Flare's Elfriend F1	1	0	0	1	0	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	2	-	-	1	0	0	0	1	0	0	0	Shiranui Flare's Elfriend F1	1	0	0	0	1	0	0	0	0	0	0	Shiranui Flare's Elfriend F1	1	-	-	0	0	0	0	0	0	1	0